id,type,text1,text2,text3,text4,notes
WthC_Mithril_IE,SHIP,"A special Mithril-class battlecruiser with a golden crescent and blue rose petal emblem on its hull, clearly having undergone extensive modifications at Crimson Citadel. These RIE-marked ships often replace all missile interfaces with several elemental nodes and prefer to use beam weapons in combat.

As a versatile but not particularly outstanding ship, the ancient Mithril-class battlecruiser has not been favored by Perseans, and its presence is rare across the sector.

As a groundbreaking modified version, the Mithril (RIE) class possesses formidable firepower, sturdy armor, and excellent shield endurance, at the cost of some mobility. These changes have transformed this battlecruiser into a battleship with exceptional frontal capabilities.

It is best suited to serve as the backbone of a large fleet, relying on its reliable performance to win most frontal engagements.",,,,
WthC_Murderers_IE,SHIP,"A special Murderer-class battlecruiser with a golden crescent and blue rose petal emblem on its hull, clearly having undergone extensive modifications at Crimson Citadel. These RIE-marked ships often replace all missile interfaces with several elemental nodes and prefer to use beam weapons in combat.

As a next-generation ship, the Murderer-class battlecruiser features an extremely bold design, with only small and medium-sized weapons distributed across its hull and almost entirely abandoning firepower on all sides except the front. This makes it more inclined to charge straight in and destroy ships smaller than itself.

The Murderer (RIE) class further amplifies this ship's strengths. After installing the Stellar Mass-Energy Interference Protocol, it becomes an even faster and more firepower-intensive striker. However, the extreme modifications favoring frontal assault capabilities also mean this ship is ill-suited for tasks requiring versatility.

True to its name, its only specialty is quickly closing in and thoroughly "murdering" those more fragile than itself. By the way, this is also the only RIE ship not equipped with any elemental nodes or special weapons.",,,,
WthC_Mithril_IE_B,SHIP,"This bizarre Mithril (RIE) seems to have undergone some mysterious ritual, allowing it to unleash extraordinary potential under certain conditions. The S mark indicates that this warship was once given to a witch and often served as their flagship.

Although the battlefield performance of these B-marked RIE ships is significantly enhanced, most crew members refuse to serve on these ships, which seem as if they have just returned from hell. Increasing evidence suggests that fighting on "bleached" ships always comes with various bizarre dangers. According to crew reports, these dangers include but are not limited to "flux network mysteriously overloading while passing through safe pipe sections," "life support systems intermittently failing after entering combat," "minor external damage precisely causing crew deaths," and "crew members mysteriously disappearing after hearing eerie laughter."

Whether these mysterious reports are credible or not, the significantly higher mortality rate seems to warn you that any powerful force from unknown sources comes at a cost.

Because you have to fill the vacancies left by veterans with less determined recruits, these ships often lose combat capability faster than other ships of the same class in high-pressure battlefields. Fortunately, their internal structure is similar to ordinary RIE ships, so they don't require much extra effort in tactical doctrine or daily maintenance.

Just like in the past... the Cross Witches still dominate the battlefield, wielding their ornate scepters and proclaiming cruel decrees to win one tragic victory after another.",,,,
WthC_Mithril_IE_B_N,SHIP,"This bizarre Mithril (RIE) seems to have undergone some mysterious ritual, allowing it to unleash extraordinary potential under certain conditions. The S mark indicates that this warship was once given to a witch and often served as their flagship.

Although the battlefield performance of these B-marked RIE ships is significantly enhanced, most crew members refuse to serve on these ships, which seem as if they have just returned from hell. Increasing evidence suggests that fighting on "bleached" ships always comes with various bizarre dangers. According to crew reports, these dangers include but are not limited to "flux network mysteriously overloading while passing through safe pipe sections," "life support systems intermittently failing after entering combat," "minor external damage precisely causing crew deaths," and "crew members mysteriously disappearing after hearing eerie laughter."

Whether these mysterious reports are credible or not, the significantly higher mortality rate seems to warn you that any powerful force from unknown sources comes at a cost.

Because you have to fill the vacancies left by veterans with less determined recruits, these ships often lose combat capability faster than other ships of the same class in high-pressure battlefields. Fortunately, their internal structure is similar to ordinary RIE ships, so they don't require much extra effort in tactical doctrine or daily maintenance.

Just like in the past... the Cross Witches still dominate the battlefield, wielding their ornate scepters and proclaiming cruel decrees to win one tragic victory after another.",,,,
WthC_Mora_IE,SHIP,"A special Mora-class carrier with a golden crescent and blue rose petal emblem on its hull, clearly having undergone extensive modifications at Crimson Citadel. These RIE-marked ships often replace all missile interfaces with several elemental nodes and prefer to use beam weapons in combat.

The Mora-class carrier is an ancient design gradually being phased out by the times. With the increasing maturity of modular hangar technology, the tactical value of most standard carriers has sharply declined, and they now often appear only as stopgap measures in certain fleets.

As a modernized version, the Mora (RIE) class still adheres to the original concept of this ancient design: to block heavy fire on the frontlines while rapidly providing substantial fighter support. The new Stellar Dust Damper and two elemental nodes focused on support and interference have further enhanced the tactical value of this already reliable ship.

Of course... there is still no explanation as to why the designer always goes to great lengths to make these RIE ships perfectly symmetrical...",,,,
WthC_Mora_IE_B,SHIP,"This bizarre Mora (RIE) seems to have undergone some mysterious ritual, allowing it to unleash extraordinary potential under certain conditions.

Although the battlefield performance of these B-marked RIE ships is significantly enhanced, most crew members refuse to serve on these ships, which seem as if they have just returned from hell. Increasing evidence suggests that fighting on "bleached" ships always comes with various bizarre dangers. According to crew reports, these dangers include but are not limited to "flux network mysteriously overloading while passing through safe pipe sections," "life support systems intermittently failing after entering combat," "minor external damage precisely causing crew deaths," and "crew members mysteriously disappearing after hearing eerie laughter."

Whether these mysterious reports are credible or not, the significantly higher mortality rate seems to warn you that any powerful force from unknown sources comes at a cost.

Because you have to fill the vacancies left by veterans with less determined recruits, these ships often lose combat capability faster than other ships of the same class in high-pressure battlefields. Fortunately, their internal structure is similar to ordinary RIE ships, so they don't require much extra effort in tactical doctrine or daily maintenance.",,,,
WthC_Medusa_SS,SHIP,"A special Medusa-class destroyer with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes.

The Medusa-class destroyer has always been touted as a fast, advanced, and deadly weapon, but its tactical value is often difficult to fully realize on the actual battlefield.

As one of only two destroyers from the Crimson Citadel system, the Medusa (SS) is not an outstanding choice. However, with further enhancements to its original strengths, it is at least more lethal than its prototype and more adept at raiding unprotected targets...",,,,
WthC_Alcedo_SS,SHIP,"A special Alcedo-class destroyer with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes.

The Alcedo-class destroyer is a design with a rather ancient concept... seemingly intended only to supplement fighter support in fleets unable to support large carriers. However, with the gradual maturity of modular hangar technology, this tactical role has been casually adopted by most destroyers in the sector, further reducing its applicability.

In this context, the Alcedo (SS) as a modified version seems strangely born out of some personal whim... Perhaps the existence of this ship indirectly proves that, for the Crimson Lords, the creation of any space warship does not necessarily have to serve a meaningful purpose...",,,,
WthC_whitebird_SS,SHIP,"A special Whitebird-class micro-carrier with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes.

The Whitebird-class micro-carrier is a... well, quite magical existence? Its hull is almost entirely composed of a barely functional flight deck, and the limited modification space on the ship is mostly used to deploy more sophisticated LPCs.

So... how did this ship, which has almost no practical significance on the battlefield, come into existence? And why is there even a special modified version?

Perhaps this will remain a forever mystery...",,,,

WthC_Brawler_SS,SHIP,"A special Brawler-class gunboat with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes.

The Brawler-class gunboat has long been known as a deadly weapon in the Perseus sector. Among ships of the frigate class, you will rarely find anything faster or more lethal than these little vessels. Clearly, this Brawler (SS) is based on the most deadly variant, the Brawler (TT).

Paired with the numerous stellar elemental nodes integrated into its hull, it can often vaporize most insufficiently armored enemy ships in an instant when these deadly weapons are used properly. Let's hope you never encounter a fleet with a swarm of these things...",,,,
WthC_Centurion_SS,SHIP,"A special Centurion-class heavy frigate with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes.

The Centurion-class heavy frigate is an exceptionally sturdy and reliable frigate. Even as fleet doctrines across Perseus shift toward favoring more missiles, the tactical value of this class of ship continues to rise.

The heavily modernized Centurion (SS) demonstrates even more reliable performance. With the help of a more dependable stellar dust damper, it always becomes a thorn in the side of any bulky ship.",,,,
WthC_scarab_SS,SHIP,"A special Scarab-class heavy frigate with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes.

The Scarab-class heavy frigate is an extremely rare and peculiar ship, with few traces of its existence found across the Perseus sector. The few captains who have seen it are often amazed by its eerie speed, achieved by temporarily breaking the laws of space-time.

Clearly, the Scarab (SS) inherits this trait. After embedding a pair of elemental nodes with massive projection capabilities, its speed, which defies conventional laws, becomes even more deadly.

However, its tactical philosophy remains as aggressive as ever, and it has even become more fragile...",,,,
WthC_HundredEyes,SHIP,"A special Hundred Eyes-class support frigate with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes.

For the Perseans, the Hundred Eyes-class support frigate is often hidden within the vast ship blueprint archives of the Domain. This ship seems to have a myriad of connections to the equally rare Scarab-class, perhaps a product that lost out in some competition.

Compared to the Scarab (SS)'s extreme and bizarre speed, the Hundred Eyes (SS) is equipped with an unusually large number of missiles for a frigate, providing substantial projectile support.

The trade-off is that it is often bulkier than most frigates and struggles to maintain long-term operations on the front lines.",,,,
WthC_monitor_SS,SHIP,"A special Monitor-class frigate with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes.

This is a... Monitor, yes, that ship everyone hates. Whether as an ally, an enemy, or even piloting it yourself, it only brings more unpleasant experiences.

Even with the addition of some extremely deadly weapons, this Monitor (SS) remains largely unchanged in terms of tactical performance. So why did the Dust Witch bother to modify them?

After all, this is the doctrine she despises the most—defense-oriented. But perhaps someone out there still likes it... right?",,,,
WthC_monitor_SS_FT,SHIP,"If you feel like something is watching you from the void... don't doubt it, it's probably just an illusion.",,,,
WthC_hyperion_SS,SHIP,"A special Hyperion-class advanced gunboat with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes.

The Hyperion has always been the safest frigate in the entire Perseus sector, bar none. Although many captains consider investing too much in these little ships a "losing bet," it is often these extreme products that find their most loyal users.

Even after extensive modifications, including the forced distortion of its iconic asymmetrical design, this Hyperion (SS) performs largely the same on the battlefield.

It's just equipped with a pair of stellar elemental nodes that are more strategically valuable than conventional weapons... just using a more advanced subsystem... and just more aesthetically pleasing to some...",,,,
WthC_hyperion_SS_S,SHIP,"A special Hyperion-class advanced gunboat with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes. The S mark indicates that this warship was once given to a witch and often served as their flagship.

A Hyperion (SS) that has undergone additional secondary modifications, equipped with an unusually large number of built-in weapons and special equipment. This means the maintenance cost after deploying it in battle is comparable to that of some capital ships...

But clearly, as the flagship of a certain witch, this special Hyperion (SS) performs exceptionally on the battlefield. A pair of awe-inspiring lance beam weapons can almost eliminate any enemy ship, and combined with the ultimate mobility provided by the phase teleporter, it is not impossible for it to single-handedly destroy an entire star fortress...

However... this all-in gamble on a frigate means it often requires a skilled captain to unlock its full potential...

So, who will that captain be?",,,,
WthC_hyperion_SS_S_N,SHIP,"A special Hyperion-class advanced gunboat with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes. The S mark indicates that this warship was once given to a witch and often served as their flagship.

A Hyperion (SS) that has undergone additional secondary modifications, equipped with an unusually large number of built-in weapons and special equipment. This means the maintenance cost after deploying it in battle is comparable to that of some capital ships...

But clearly, as the flagship of a certain witch, this special Hyperion (SS) performs exceptionally on the battlefield. A pair of awe-inspiring lance beam weapons can almost eliminate any enemy ship, and combined with the ultimate mobility provided by the phase teleporter, it is not impossible for it to single-handedly destroy an entire star fortress...

However... this all-in gamble on a frigate means it often requires a skilled captain to unlock its full potential...

So, who will that captain be?",,,,
WthC_lumen_SS,SHIP,"A special Lumen-class frigate with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes.

The Lumen is a peculiar frigate from the Remnant. These fully automated ships, not requiring crew, have more freedom in internal design, allowing them to exhibit more unique combat performance than conventional ships.

This Lumen (SS) can be manually controlled with the help of the Aegis Network, although only a lucky captain can realize this dream, which was once only possible through neural links. After all, acquiring that system from Tri-Tachyon often comes at a hefty price.

Sadly... this experience of becoming one with the Remnant might not be as wonderful as many captains imagine, as this frigate, possibly the most fragile in the entire sector, could become a steel tomb within minutes of engagement.

Of course... this time, the tomb holds only one person.",,,,
WthC_glimmer_SS,SHIP,"A special Glimmer-class frigate with a faint fusion glow on its hull, seemingly having undergone a baptism known as Stellar Synchronization. These SS-marked ships often serve as strike platforms equipped with numerous elemental nodes.

The Glimmer is a common yet troublesome frigate in Remnant fleets. After all, this little ship is not as fragile as the Lumen, and its reasonable weapon configuration can give larger ships a headache when it gets close.

The Glimmer (SS) significantly enhances its mobility compared to the original, paired with a somewhat luxurious set of elemental nodes for a frigate and improved survivability, making it an excellent platform for continuously launching support missiles at medium range.

With the help of the Aegis Network, it also gains the possibility of manual control, further expanding the tactical versatility of this frigate.

Unfortunately... its once-proud close-range combat capabilities have diminished, often requiring the most daring tactical setups to achieve barely satisfactory results.",,,,

WthC_PaleCrown,SHIP,"Once the flagship of the Crimson Citadel, it symbolizes nobility, mystery, and an unfathomable power.

Although its design is clearly derived from the ancient blueprints of the Domain, the technology used to recreate it seems almost otherworldly. It is also one of the few ships from the Crimson Citadel not born from the Primordial Workshop, adding an extra layer of mystery to its uniqueness.

Any experienced engineer would confidently tell you that even after hundreds of star cycles, humanity would still be unable to fully uncover the secrets hidden within this ship. This also means that when certain critical components are destroyed, repairing them is nearly impossible...

Perhaps this super-dreadnought, a symbol of past glory, will follow the path of other relics from before the Collapse into the grave of history. Or perhaps, it will proudly witness the Persean Sector, burning like embers, reach its destined end...

""The end of the road is not the end... it is merely the end of a legend."" — Inscribed on the central pillar of the bridge.",,,,
#Fighters
WthC_CSd,SHIP,A tactical support fighter equipped with dual tactical lasers, widely deployed on all carriers modified by the Primordial Workshop.,,,,
WthC_VDS,SHIP,One of the twin spirits born alongside the flagship, composed almost entirely of an extremely precise fire control system and a mysterious energy teleporter. Its technology remains unknown. The Vanishing Dark Spirit can project devastating disintegration beams from extreme distances, delivering catastrophic strikes to unprotected targets.,,,,
WthC_VSS,SHIP,One of the twin spirits born alongside the flagship, composed almost entirely of an extremely precise fire control system and a mysterious energy teleporter. Its technology remains unknown. The Vanishing Shadow Spirit can project tactical disruption beams from extreme distances, leaving all targets in a dilemma.,,,,
WthC_SMS,SHIP,An attack fighter equipped with both the Solar and Lunar assault cannons, its powerful firepower makes it a threat to large ships. However, its bulky weapon systems and poor maneuverability put it at a disadvantage against other fighters.,,,,
WthC_HGB,SHIP,A sturdy, fast, and reliable interceptor. When the entire squadron sorties together, it can unleash an overwhelming barrage of firepower to quickly devour any unarmored targets.,,,,
WthC_RCH,SHIP,A small killing machine capable of shredding physical obstacles in an instant. A single brave pilot can deftly navigate through enemy formations and precisely hunt down fragile targets.,,,,
WthC_TTR,SHIP,A small harbinger of doom capable of annihilating entire fighter squadrons. A single brave pilot can deftly eliminate LPC and missile threats in the vicinity.,,,,
WthC_NSP,SHIP,A small, sturdy guardian capable of defending its mothership and unleashing a torrent of light and heat on attackers. A single brave pilot can deftly save hundreds of lives behind it.,,,,
WthC_LiBi,SHIP,Faster! Tougher! Stronger! Cooler! And almost no requirements to equip it! It could very well be the best Talon of your dreams! So, having only one and a slightly higher maintenance difficulty seems justifiable, doesn't it?,,,,

#Other
cube_deepblue,RESOURCE,A mysterious cube that seems to contain unimaginable energy. However, if you can't figure out how to use it, it might just end up being a blue-glowing desk lamp.,,,,
cube_crimson,RESOURCE,"A mysterious cube that seems to contain unimaginable energy. However, if you can't figure out how to use it, it might just end up being a red-glowing desk lamp.

Additional note for those trying to cut corners~ Cubes without the direct authorization mark from the Crimson Lord cannot be used for the lottery.",,,,
cube_densefog,RESOURCE,A mysterious cube that seems to contain unimaginable energy. However, if you can't figure out how to use it, it might just end up being a purple-glowing desk lamp.,,,,

Crimson_citadel,FACTION,"Perhaps after the Collapse, the mental state of the Perseans isn't what it used to be. In the bars found on every planet, you can see groups of drunken lunatics wandering around, spouting nonsense. While most of the ""heartfelt words"" that pour out with the alcohol are meaningless drivel, a mysterious story that has been circulating among these lowlifes in recent years always catches your attention...

""Near the desolate wasteland lies a massive black hole, so large that it makes one wonder if the entire observable reality we know could one day be swallowed by it. We call it the Void, a forbidden place where even stars cannot escape. But what's terrifying is that around this place, where even the Luddic God might not dare to approach, stands a mysterious castle... Yes, just like the damned ancient ancestors built with a pile of stones... Perhaps only true demons... or gods... or maybe even AI cores stronger than Alpha could survive in that hellish place.""

Clearly, the true identity of the castle's owner varies across different versions of the story, but what's strange is that no one seems to doubt the existence of the castle itself. You feel a long-lost sense of adventure boiling in your blood, something you haven't felt in this chaotic world for a long time, where you've been too busy thinking about credits.

Perhaps one day, you will personally lead a massive exploration fleet to that long-forgotten sector of the Persean stars. Even if it turns out to be another fruitless journey in this damned sector, deep down, like those drunks who never doubt the existence of the ""Void,"" you yearn for the day you can truly delve into it.

After all, perhaps you've already been there... with those who perished in the smoke of battle.",,,,

station_Crimson_citadel,CUSTOM,"""The castle where demons reside,"" as some legends describe it. Of course, there's no harm in saying that, as assuming the true identity of the Crimson Lord isn't a rigorous act. In any case, aside from its appearance being completely out of place in this world, you don't find its interior as mysterious as the legends suggest. It's just home to a few beautiful strangers, buried treasures, and a place to do some business.",,"Fortunately, the castle is as vast as it looks from the outside, with functional docks for normal people. You stand on your flagship, preparing to send a docking request, and start thinking about who to chat with today.",,

Starship_dust,CUSTOM,"A beautifully designed starship... at least that's what you think. Just by observing its engine status, it's clear that it hasn't been used for movement in a long time. While you'd love to see this ship sail the stars as a warship, the thought quickly fades after seeing its interior.",,"The miniature spaceport on this ship isn't large enough for a full docking, but at least a simple connection is possible. After sending the request, you wait for confirmation...",,
Starship_lose,CUSTOM,"Another beautifully designed starship... at least that's what you think. Just by observing its engine status, it's clear that it hasn't been used for movement in a long time. While you'd love to see this ship sail the stars as a warship, the thought quickly fades after seeing its interior.",,"The miniature spaceport on this ship isn't large enough for a full docking, but at least a simple connection is possible. After sending the request, you wait for confirmation...",,
D_station_Crimson_citadel,CUSTOM,"A small station seemingly anchored to the Lost... Clearly, it has long been abandoned, but perhaps no one will mind if you use it as a free storage facility?",,,,
WthC_Citadel,CUSTOM,"A massive black hole so large that you start to wonder if you'll be swallowed in the next instant. Even from light-years away in hyperspace, you can feel its immense pressure. But mysteriously, it doesn't seem to generate the expected gravitational pull, and upon approaching, you even feel a corona? You can't help but wonder how this is possible and turn your gaze to the somewhat eerie castle on the star map...",,,,
Citadel_gate,CUSTOM,"It looks just like any ordinary Domain-era star gate, with the lavish decorations indicating it belongs to the Crimson Citadel... as if they can still use these ancient relics. However, unlike the fools around you trying to pass through it, you can't shake the eerie feeling that something from beyond might come out of it...",,,,
anchor_point_fire,CUSTOM,"One of the five... planets orbiting the black hole in the system, arranged in a perfect pentagon. Not only do they share the same diameter, but they also orbit at the same speed... It's hard to imagine these anchor points weren't artificially created. This planet seems to symbolize ""fire,"" with its surface covered in molten lava and flames.",,,,
anchor_point_water,CUSTOM,"One of the five... planets orbiting the black hole in the system, arranged in a perfect pentagon. Not only do they share the same diameter, but they also orbit at the same speed... It's hard to imagine these anchor points weren't artificially created. This planet seems to symbolize ""water,"" with its surface completely covered by oceans, hiding many secrets beneath.",,,,
anchor_point_soil,CUSTOM,"One of the five... planets orbiting the black hole in the system, arranged in a perfect pentagon. Not only do they share the same diameter, but they also orbit at the same speed... It's hard to imagine these anchor points weren't artificially created. This planet seems to symbolize ""earth,"" with its barren surface devoid of anything but dust.",,,,
anchor_point_wood,CUSTOM,"One of the five... planets orbiting the black hole in the system, arranged in a perfect pentagon. Not only do they share the same diameter, but they also orbit at the same speed... It's hard to imagine these anchor points weren't artificially created. This planet seems to symbolize ""wood,"" with towering forests and giant beasts covering the land.",,,,
anchor_point_gold,CUSTOM,"One of the five... planets orbiting the black hole in the system, arranged in a perfect pentagon. Not only do they share the same diameter, but they also orbit at the same speed... It's hard to imagine these anchor points weren't artificially created. This planet seems to symbolize ""gold,"" with vast wealth buried beneath its deadly environment.",,,,
anchor_point_initial,CUSTOM,"One of the two... giant planets orbiting the black hole in the system, forming a perfect square with the other artificial structures in the system, orbiting at the same speed... It's hard to imagine these anchor points weren't artificially created. This planet seems to symbolize ""beginning,"" with almost no secrets hidden in its extreme environment.",,,,
anchor_point_end,CUSTOM,"One of the two... giant planets orbiting the black hole in the system, forming a perfect square with the other artificial structures in the system, orbiting at the same speed... It's hard to imagine these anchor points weren't artificially created. This planet seems to symbolize ""end,"" with no life willing to stay in such a desolate place.",,,,
dark_world_w,CUSTOM,"One of the two... eerie planets on the edge of the system... While they both show some signs of habitability, everything about them feels unreal. This planet, named Mirage, is barren except for a massive artificial structure, with no signs of life or wealth in the endless sandstorms...",,"With no functional spaceport, you can only pilot a shuttle to land near the castle-like structure, though you doubt this trip will yield any tangible rewards.",,
XiJie,CUSTOM,"One of the two... eerie planets on the edge of the system... While they both show some signs of habitability, everything about them feels unreal. This planet, named XiJie, appears to be a perfect environment for natural life, but in reality, it's a living hell. Almost anyone who sets foot here dies soon after, a phenomenon that can only be explained by supernatural curses, making anyone wary of approaching...",,,,

Other_Void_fire,CUSTOM,"A strange and worthless celestial body, as if this massive dust cloud in the void actively repels all lost visitors.",,,,
Other_Void_water,CUSTOM,"A strange and worthless celestial body, as if this massive dust cloud in the void actively repels all lost visitors.",,,,
Other_Void_soil,CUSTOM,"A strange and worthless celestial body, as if this massive dust cloud in the void actively repels all lost visitors.",,,,
Other_Void_wood,CUSTOM,"A strange and worthless celestial body, as if this massive dust cloud in the void actively repels all lost visitors.",,,,
Other_Void_gold,CUSTOM,"A strange and worthless celestial body, as if this massive dust cloud in the void actively repels all lost visitors.",,,,
Other_Void_initial,CUSTOM,"A strange and worthless celestial body, as if this massive dust cloud in the void actively repels all lost visitors.",,,,
Other_Void_end,CUSTOM,"A strange and worthless celestial body, as if this massive dust cloud in the void actively repels all lost visitors.",,,,

Other_Void,CUSTOM,"Another massive black hole so large that you start to wonder if you'll be swallowed in the next instant... But clearly, it doesn't generate the slightest gravitational pull, like some kind of real-world internet scam.",,,,